ensembl_gene_id,hgnc_symbol,source,team,study,input_data,details
ENSG00000105607,GCDH,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000084734,GCKR,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000119125,GDA,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000104381,GDAP1,Community,Chang Lab,"Mayo, ROSMAP, Rush","Genetics, RNA",
ENSG00000266524,GDF10,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000168621,GDNF,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000131095,GFAP,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000131095,GFAP,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000204136,GGTA1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000133574,GIMAP4,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000133561,GIMAP6,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000171115,GIMAP8,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000171115,GIMAP8,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000152661,GJA1,AMP-AD,MSSM - Zhang Lab,HBTRC,"Genetics, RNA",
ENSG00000186417,GLDN,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000205835,GMNC,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000137198,GMPR,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000137198,GMPR,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000069966,GNB5,Community,Chang Lab,MSBB,"Genetics, Protein",
ENSG00000213420,GPC2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000179399,GPC5,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000179399,GPC5,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000183098,GPC6,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000105220,GPI,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000046653,GPM6B,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000136235,GPNMB,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000136235,GPNMB,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000170775,GPR37,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000139572,GPR84,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000213654,GPSM3,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000155324,GRAMD2B,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000075240,GRAMD4,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000120251,GRIA2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000120251,GRIA2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000125675,GRIA3,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000183454,GRIN2A,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000273079,GRIN2B,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000148180,GSN,Community,Chang Lab,"ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein",
ENSG00000148180,GSN,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000148180,GSN,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000197448,GSTK1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000164116,GUCY1A1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000061918,GUCY1B1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000130956,HABP4,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000113196,HAND1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000135077,HAVCR2,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000101336,HCK,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000180353,HCLS1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000206337,HCP5,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000116478,HDAC1,AMP-AD,Harvard-MIT,,RNA,
ENSG00000048052,HDAC9,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000051620,HEBP2,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000138411,HECW2,Community,Chang Lab,Mayo,"Genetics, RNA",
ENSG00000019991,HGF,AMP-AD,Emory,"syn20933797, syn52525880",Protein,
ENSG00000242574,HLA-DMB,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000204252,HLA-DOA,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000179344,HLA-DQB1,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000204287,HLA-DRA,Community,Chang Lab,"ROSMAP, Mayo, Kronos, Rush","Genetics, RNA",
ENSG00000204287,HLA-DRA,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000196126,HLA-DRB1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000135100,HNF1A,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000122566,HNRNPA2B1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000099783,HNRNPM,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000099783,HNRNPM,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000153187,HNRNPU,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000152413,HOMER1,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA",
ENSG00000152413,HOMER1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000261701,HPR,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000182601,HS3ST4,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000249853,HS3ST5,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000103160,HSDL1,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000126803,HSPA2,Community,Chang Lab,"Kronos, Rush, MSBB","Genetics, RNA, Protein",
ENSG00000106211,HSPB1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000106211,HSPB1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000170276,HSPB2,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000166033,HTRA1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000166033,HTRA1,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000166033,HTRA1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000166033,HTRA1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000170801,HTRA3,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000196305,IARS1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000003147,ICA1,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000163596,ICA1L,AMP-AD,Emory,"Banner, ROSMAP","Genetics, Protein",
ENSG00000090339,ICAM1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000182054,IDH2,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA",
ENSG00000216490,IFI30,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000115267,IFIH1,TREAT-AD,Emory-Sage-SGC,,"Risk Scores, Pathway Modeling",
ENSG00000185201,IFITM2,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000185436,IFNLR1,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000017427,IGF1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000017427,IGF1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000140443,IGF1R,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000115461,IGFBP5,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000104365,IKBKB,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000136634,IL10,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000110324,IL10RA,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000110324,IL10RA,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000164136,IL15,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000162594,IL23R,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000134352,IL6ST,Community,Chang Lab,ROSMAP,"Genetics, RNA",
ENSG00000132305,IMMT,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000168918,INPP5D,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000168918,INPP5D,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000168918,INPP5D,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000168918,INPP5D,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000165458,INPPL1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000171105,INSR,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000140575,IQGAP1,Community,Chang Lab,ROSMAP,"Genetics, RNA",
ENSG00000164675,IQUB,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000184216,IRAK1,TREAT-AD,IUSM-Purdue,,RNA,
ENSG00000198001,IRAK4,TREAT-AD,IUSM-Purdue,,RNA,
ENSG00000169047,IRS1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000105655,ISYNA1,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000169896,ITGAM,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000169896,ITGAM,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000150093,ITGB1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000160255,ITGB2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000160255,ITGB2,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000132470,ITGB4,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000082781,ITGB5,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000151655,ITIH2,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000100605,ITPK1,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000143772,ITPKB,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000150995,ITPR1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000123104,ITPR2,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000008083,JARID2,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000070495,JMJD6,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000160145,KALRN,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000160145,KALRN,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000197256,KANK2,AMP-AD,Mayo-UFL-ISB,"Mayo, MC-BrAD, TAUAPPms","Genetics, RNA",
ENSG00000114166,KAT2B,Community,Chang Lab,ROSMAP,"Genetics, RNA",
ENSG00000166006,KCNC2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000171385,KCND3,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000182132,KCNIP1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000162989,KCNJ3,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000182450,KCNK4,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000080709,KCNN2,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000143603,KCNN3,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000104783,KCNN4,AMP-AD,MSSM - Roussos Lab,FreshMicro,"Genetics, RNA",
ENSG00000185760,KCNQ5,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000120733,KDM3B,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA",
ENSG00000112232,KHDRBS2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000110427,KIAA1549L,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000134313,KIDINS220,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000197892,KIF13B,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000246451,KLC1-AS1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000163884,KLF15,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000162755,KLHDC9,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000119771,KLHL29,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000108424,KPNB1,Community,Chang Lab,MSBB,"Genetics, Protein",
ENSG00000170421,KRT8,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000103642,LACTB,AMP-AD,Emory,"Banner, ROSMAP","Genetics, Protein",
ENSG00000103642,LACTB,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000089692,LAG3,Resilience-AD,JAX-VUMC-UW Resilience,AD-BXD mice,"RNA, Behavior",
ENSG00000089692,LAG3,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000167613,LAIR1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000167613,LAIR1,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000112769,LAMA4,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000172037,LAMB2,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000125869,LAMP5,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000162511,LAPTM5,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA",
ENSG00000162511,LAPTM5,Resilience-AD,JAX-VUMC-UW Resilience,AD-BXD mice,"RNA, Behavior",
ENSG00000136167,LCP1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000136167,LCP1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000169744,LDB2,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA",
ENSG00000122367,LDB3,AMP-AD,Mayo-UFL-ISB,"ROSMAP, Mayo, MC-CAA, GSE197305","RNA, Protein",
ENSG00000168961,LGALS9,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000239998,LILRA2,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000104972,LILRB1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000169756,LIMS1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000174482,LINGO2,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000166035,LIPC,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000160789,LMNA,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000160789,LMNA,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000136153,LMO7,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000163380,LMOD3,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000072201,LNX1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000139679,LPAR6,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000111684,LPCAT3,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000134324,LPIN1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000145012,LPP,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000121207,LRAT,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000123384,LRP1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000123384,LRP1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000138095,LRPPRC,Community,Chang Lab,MSBB,"Genetics, Protein",
ENSG00000175489,LRRC25,AMP-AD,MSSM - Roussos Lab,FreshMicro,"Genetics, RNA",
ENSG00000171492,LRRC8D,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000112799,LY86,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000104903,LYL1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000254087,LYN,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA","Genetics, RNA",
ENSG00000133800,LYVE1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000133800,LYVE1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000179632,MAF1,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000196782,MAML3,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000145050,MANF,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000069535,MAOB,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000131711,MAP1B,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein",
ENSG00000078018,MAP2,Community,Chang Lab,"ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein",
ENSG00000047849,MAP4,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000135525,MAP7,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000100030,MAPK1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000050748,MAPK9,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000007047,MARK4,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000071655,MBD3,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000197971,MBP,AMP-AD,Mayo-UFL-ISB,"ROSMAP, Mayo, MC-CAA, GSE197305","RNA, Protein",
ENSG00000014641,MDH1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000146701,MDH2,Community,Chang Lab,"Mayo, Kronos, Rush, MSBB","Genetics, RNA, Protein",
ENSG00000110492,MDK,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000110492,MDK,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000110492,MDK,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000081189,MEF2C,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000081189,MEF2C,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000168958,MFF,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000100060,MFNG,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000143198,MGST3,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000187098,MITF,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000079277,MKNK1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000198598,MMP17,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000163563,MNDA,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000168314,MOBP,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000168314,MOBP,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000204655,MOG,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000260314,MRC1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000260314,MRC1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000169288,MRPL1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000174547,MRPL11,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000262814,MRPL12,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000180992,MRPL14,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000137547,MRPL15,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000166902,MRPL16,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000158042,MRPL17,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000185414,MRPL30,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000116221,MRPL37,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000116221,MRPL37,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000154719,MRPL39,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000185608,MRPL40,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000055950,MRPL43,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000135900,MRPL44,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000259494,MRPL46,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000175581,MRPL48,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000149792,MRPL49,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000136897,MRPL50,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000204822,MRPL53,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000173141,MRPL57,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000167862,MRPL58,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000116898,MRPS15,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000182180,MRPS16,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000204568,MRPS18B,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000122140,MRPS2,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000175110,MRPS22,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000181610,MRPS23,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000149534,MS4A2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000110079,MS4A4A,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000110079,MS4A4A,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA","Genetics, RNA",
ENSG00000110077,MS4A6A,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000110077,MS4A6A,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000166927,MS4A7,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000147065,MSN,Community,Chang Lab,"ROSMAP, Kronos, MSBB","Genetics, RNA, Protein",
ENSG00000147065,MSN,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000147065,MSN,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000147065,MSN,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000147065,MSN,TREAT-AD,Emory-Sage-SGC,"ACT, BLSA, Banner",Protein,
ENSG00000198840,MT-ND3,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000125144,MT1G,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000100714,MTHFD1,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000166912,MTMR10,Community,Chang Lab,"ROSMAP, Kronos","Genetics, RNA",
