ensembl_gene_id,hgnc_symbol,source,team,study,input_data,details
ENSG00000196136,SERPINA3,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000163536,SERPINI1,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000104332,SFRP1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000104332,SFRP1,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000104332,SFRP1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000118473,SGIP1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000118515,SGK1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000166224,SGPL1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000126821,SGPP1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000148341,SH3GLB2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000149577,SIDT2,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000088827,SIGLEC1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000254415,SIGLEC14,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000105366,SIGLEC8,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000129450,SIGLEC9,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000213445,SIPA1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000213445,SIPA1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000155926,SLA,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000124067,SLC12A4,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000165449,SLC16A9,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000042304,SLC19A4P,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000110436,SLC1A2,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA",
ENSG00000105281,SLC1A5,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000137266,SLC22A23,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000197208,SLC22A4,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000140090,SLC24A4,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000108528,SLC25A11,Community,Chang Lab,"ROSMAP, MSBB","Genetics, RNA, Protein",
ENSG00000108528,SLC25A11,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000108528,SLC25A11,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000125454,SLC25A19,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000151729,SLC25A4,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000162241,SLC25A45,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000142583,SLC2A5,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000136856,SLC2A8,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000115194,SLC30A3,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000181830,SLC35C1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000134294,SLC38A2,Community,Chang Lab,"Mayo, ROSMAP, Rush","Genetics, RNA",
ENSG00000144290,SLC4A10,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000198743,SLC5A3,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000151012,SLC7A11,TREAT-AD,IUSM-Purdue,,RNA,
ENSG00000155465,SLC7A7,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000118160,SLC8A2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000065923,SLC9A7,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000084453,SLCO1A2,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000137491,SLCO2B1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000187122,SLIT1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000187122,SLIT1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000145147,SLIT2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000145147,SLIT2,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000145147,SLIT2,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000184347,SLIT3,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000184347,SLIT3,AMP-AD,Emory,"syn20933797, syn52525880",Protein,
ENSG00000179542,SLITRK4,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000163681,SLMAP,AMP-AD,Emory,"syn20933797, syn52525880",Protein,
ENSG00000166949,SMAD3,Resilience-AD,Mayo,MC_snRNA,"Genetics, RNA",
ENSG00000141646,SMAD4,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000153147,SMARCA5,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000108055,SMC3,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000198732,SMOC1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000198732,SMOC1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000112562,SMOC2,AMP-AD,Emory,"syn20933797, syn52525880",Protein,
ENSG00000132639,SNAP25,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000065609,SNAP91,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA",
ENSG00000065609,SNAP91,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000145335,SNCA,Community,Chang Lab,"Mayo, Rush","Genetics, RNA",
ENSG00000172164,SNTB1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000143376,SNX27,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000172803,SNX32,AMP-AD,Emory,"Banner, ROSMAP","Genetics, Protein",
ENSG00000172803,SNX32,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP","Protein, Genetics",
ENSG00000172803,SNX32,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000185591,SP1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000189120,SP6,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000141255,SPATA22,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000249481,SPATS1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000114902,SPCS1,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000197912,SPG7,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000066336,SPI1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000152377,SPOCK1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000152377,SPOCK1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000107742,SPOCK2,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000107742,SPOCK2,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000196104,SPOCK3,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000196104,SPOCK3,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000262655,SPON1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000262655,SPON1,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000262655,SPON1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000070182,SPTB,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000090054,SPTLC1,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000172296,SPTLC3,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000072310,SREBF1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000198911,SREBF2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
