source,target,feature_mode,top_n_genes,perm_index,null_perm_auroc
GSE63060,GSE63061,de_batch_robust,200,98,0.48630952380952386
GSE63060,GSE63061,de_batch_robust,200,99,0.3726190476190476
GSE63060,GSE63061,de_batch_robust,1000,0,0.5142857142857142
GSE63060,GSE63061,de_batch_robust,1000,1,0.5291666666666667
GSE63060,GSE63061,de_batch_robust,1000,2,0.4148809523809524
GSE63060,GSE63061,de_batch_robust,1000,3,0.5369047619047619
GSE63060,GSE63061,de_batch_robust,1000,4,0.5351190476190476
GSE63060,GSE63061,de_batch_robust,1000,5,0.5607142857142857
GSE63060,GSE63061,de_batch_robust,1000,6,0.5607142857142857
GSE63060,GSE63061,de_batch_robust,1000,7,0.5172619047619048
GSE63060,GSE63061,de_batch_robust,1000,8,0.5053571428571428
GSE63060,GSE63061,de_batch_robust,1000,9,0.6041666666666666
GSE63060,GSE63061,de_batch_robust,1000,10,0.5059523809523809
GSE63060,GSE63061,de_batch_robust,1000,11,0.5285714285714286
GSE63060,GSE63061,de_batch_robust,1000,12,0.5553571428571429
GSE63060,GSE63061,de_batch_robust,1000,13,0.5458333333333334
GSE63060,GSE63061,de_batch_robust,1000,14,0.5297619047619048
GSE63060,GSE63061,de_batch_robust,1000,15,0.4791666666666667
GSE63060,GSE63061,de_batch_robust,1000,16,0.46964285714285714
GSE63060,GSE63061,de_batch_robust,1000,17,0.519047619047619
GSE63060,GSE63061,de_batch_robust,1000,18,0.4916666666666667
GSE63060,GSE63061,de_batch_robust,1000,19,0.5172619047619048
GSE63060,GSE63061,de_batch_robust,1000,20,0.6232142857142857
GSE63060,GSE63061,de_batch_robust,1000,21,0.425
GSE63060,GSE63061,de_batch_robust,1000,22,0.5375
GSE63060,GSE63061,de_batch_robust,1000,23,0.575595238095238
GSE63060,GSE63061,de_batch_robust,1000,24,0.40595238095238095
GSE63060,GSE63061,de_batch_robust,1000,25,0.5785714285714286
GSE63060,GSE63061,de_batch_robust,1000,26,0.47976190476190483
GSE63060,GSE63061,de_batch_robust,1000,27,0.4714285714285714
GSE63060,GSE63061,de_batch_robust,1000,28,0.5488095238095239
GSE63060,GSE63061,de_batch_robust,1000,29,0.5285714285714286
GSE63060,GSE63061,de_batch_robust,1000,30,0.481547619047619
GSE63060,GSE63061,de_batch_robust,1000,31,0.48452380952380947
GSE63060,GSE63061,de_batch_robust,1000,32,0.4821428571428571
GSE63060,GSE63061,de_batch_robust,1000,33,0.606547619047619
GSE63060,GSE63061,de_batch_robust,1000,34,0.4565476190476191
GSE63060,GSE63061,de_batch_robust,1000,35,0.5779761904761904
GSE63060,GSE63061,de_batch_robust,1000,36,0.4601190476190476
GSE63060,GSE63061,de_batch_robust,1000,37,0.6279761904761905
GSE63060,GSE63061,de_batch_robust,1000,38,0.4482142857142857
GSE63060,GSE63061,de_batch_robust,1000,39,0.5880952380952381
GSE63060,GSE63061,de_batch_robust,1000,40,0.48809523809523814
GSE63060,GSE63061,de_batch_robust,1000,41,0.5059523809523809
GSE63060,GSE63061,de_batch_robust,1000,42,0.30119047619047623
GSE63060,GSE63061,de_batch_robust,1000,43,0.506547619047619
GSE63060,GSE63061,de_batch_robust,1000,44,0.3678571428571428
GSE63060,GSE63061,de_batch_robust,1000,45,0.5220238095238096
GSE63060,GSE63061,de_batch_robust,1000,46,0.6291666666666667
GSE63060,GSE63061,de_batch_robust,1000,47,0.6720238095238096
GSE63060,GSE63061,de_batch_robust,1000,48,0.4976190476190476
GSE63060,GSE63061,de_batch_robust,1000,49,0.5482142857142858
GSE63060,GSE63061,de_batch_robust,1000,50,0.5464285714285715
GSE63060,GSE63061,de_batch_robust,1000,51,0.46726190476190477
GSE63060,GSE63061,de_batch_robust,1000,52,0.5369047619047619
GSE63060,GSE63061,de_batch_robust,1000,53,0.42083333333333334
GSE63060,GSE63061,de_batch_robust,1000,54,0.5607142857142856
GSE63060,GSE63061,de_batch_robust,1000,55,0.5482142857142857
GSE63060,GSE63061,de_batch_robust,1000,56,0.5166666666666667
GSE63060,GSE63061,de_batch_robust,1000,57,0.4726190476190476
GSE63060,GSE63061,de_batch_robust,1000,58,0.5523809523809524
GSE63060,GSE63061,de_batch_robust,1000,59,0.4529761904761905
GSE63060,GSE63061,de_batch_robust,1000,60,0.4898809523809524
GSE63060,GSE63061,de_batch_robust,1000,61,0.4654761904761905
GSE63060,GSE63061,de_batch_robust,1000,62,0.5577380952380953
GSE63060,GSE63061,de_batch_robust,1000,63,0.5761904761904761
GSE63060,GSE63061,de_batch_robust,1000,64,0.5517857142857143
GSE63060,GSE63061,de_batch_robust,1000,65,0.5101190476190476
GSE63060,GSE63061,de_batch_robust,1000,66,0.3505952380952381
GSE63060,GSE63061,de_batch_robust,1000,67,0.5886904761904762
GSE63060,GSE63061,de_batch_robust,1000,68,0.44107142857142856
GSE63060,GSE63061,de_batch_robust,1000,69,0.4648809523809524
GSE63060,GSE63061,de_batch_robust,1000,70,0.4446428571428571
GSE63060,GSE63061,de_batch_robust,1000,71,0.4291666666666667
GSE63060,GSE63061,de_batch_robust,1000,72,0.49166666666666664
GSE63060,GSE63061,de_batch_robust,1000,73,0.5541666666666667
GSE63060,GSE63061,de_batch_robust,1000,74,0.4982142857142857
GSE63060,GSE63061,de_batch_robust,1000,75,0.4571428571428572
GSE63060,GSE63061,de_batch_robust,1000,76,0.44107142857142856
GSE63060,GSE63061,de_batch_robust,1000,77,0.45357142857142857
GSE63060,GSE63061,de_batch_robust,1000,78,0.5857142857142857
GSE63060,GSE63061,de_batch_robust,1000,79,0.48750000000000004
GSE63060,GSE63061,de_batch_robust,1000,80,0.3517857142857143
GSE63060,GSE63061,de_batch_robust,1000,81,0.44999999999999996
GSE63060,GSE63061,de_batch_robust,1000,82,0.47202380952380957
GSE63060,GSE63061,de_batch_robust,1000,83,0.4577380952380952
GSE63060,GSE63061,de_batch_robust,1000,84,0.5279761904761905
GSE63060,GSE63061,de_batch_robust,1000,85,0.5291666666666667
GSE63060,GSE63061,de_batch_robust,1000,86,0.5607142857142857
GSE63060,GSE63061,de_batch_robust,1000,87,0.5541666666666667
GSE63060,GSE63061,de_batch_robust,1000,88,0.6059523809523809
GSE63060,GSE63061,de_batch_robust,1000,89,0.5535714285714286
GSE63060,GSE63061,de_batch_robust,1000,90,0.569047619047619
GSE63060,GSE63061,de_batch_robust,1000,91,0.4464285714285714
GSE63060,GSE63061,de_batch_robust,1000,92,0.5107142857142857
GSE63060,GSE63061,de_batch_robust,1000,93,0.5297619047619047
GSE63060,GSE63061,de_batch_robust,1000,94,0.5797619047619048
GSE63060,GSE63061,de_batch_robust,1000,95,0.5345238095238095
GSE63060,GSE63061,de_batch_robust,1000,96,0.575595238095238
GSE63060,GSE63061,de_batch_robust,1000,97,0.4636904761904762
GSE63060,GSE63061,de_batch_robust,1000,98,0.5148809523809523
GSE63060,GSE63061,de_batch_robust,1000,99,0.44702380952380955
GSE63061,GSE63060,var,200,0,0.4662756598240469
GSE63061,GSE63060,var,200,1,0.4589442815249267
GSE63061,GSE63060,var,200,2,0.6004398826979472
GSE63061,GSE63060,var,200,3,0.41568914956011727
GSE63061,GSE63060,var,200,4,0.36656891495601174
GSE63061,GSE63060,var,200,5,0.4860703812316715
GSE63061,GSE63060,var,200,6,0.4120234604105572
GSE63061,GSE63060,var,200,7,0.38636363636363635
GSE63061,GSE63060,var,200,8,0.4750733137829912
GSE63061,GSE63060,var,200,9,0.4846041055718475
GSE63061,GSE63060,var,200,10,0.31158357771260997
GSE63061,GSE63060,var,200,11,0.5359237536656891
GSE63061,GSE63060,var,200,12,0.46920821114369504
GSE63061,GSE63060,var,200,13,0.5036656891495601
GSE63061,GSE63060,var,200,14,0.5777126099706745
GSE63061,GSE63060,var,200,15,0.4618768328445748
GSE63061,GSE63060,var,200,16,0.6422287390029325
GSE63061,GSE63060,var,200,17,0.625366568914956
GSE63061,GSE63060,var,200,18,0.4552785923753666
GSE63061,GSE63060,var,200,19,0.37023460410557185
GSE63061,GSE63060,var,200,20,0.436217008797654
GSE63061,GSE63060,var,200,21,0.4589442815249267
GSE63061,GSE63060,var,200,22,0.3460410557184751
GSE63061,GSE63060,var,200,23,0.6708211143695014
GSE63061,GSE63060,var,200,24,0.36730205278592376
GSE63061,GSE63060,var,200,25,0.46847507331378296
GSE63061,GSE63060,var,200,26,0.6708211143695015
GSE63061,GSE63060,var,200,27,0.6473607038123167
GSE63061,GSE63060,var,200,28,0.5087976539589443
GSE63061,GSE63060,var,200,29,0.34090909090909094
GSE63061,GSE63060,var,200,30,0.343108504398827
GSE63061,GSE63060,var,200,31,0.48900293255131966
GSE63061,GSE63060,var,200,32,0.5278592375366569
GSE63061,GSE63060,var,200,33,0.5263929618768328
GSE63061,GSE63060,var,200,34,0.43914956011730205
GSE63061,GSE63060,var,200,35,0.4442815249266862
GSE63061,GSE63060,var,200,36,0.48533724340175954
GSE63061,GSE63060,var,200,37,0.43841642228739003
GSE63061,GSE63060,var,200,38,0.594574780058651
GSE63061,GSE63060,var,200,39,0.563782991202346
GSE63061,GSE63060,var,200,40,0.38929618768328444
GSE63061,GSE63060,var,200,41,0.501466275659824
GSE63061,GSE63060,var,200,42,0.44208211143695014
GSE63061,GSE63060,var,200,43,0.6803519061583577
GSE63061,GSE63060,var,200,44,0.5366568914956011
GSE63061,GSE63060,var,200,45,0.4508797653958944
GSE63061,GSE63060,var,200,46,0.5461876832844574
GSE63061,GSE63060,var,200,47,0.623900293255132
GSE63061,GSE63060,var,200,48,0.4193548387096774
GSE63061,GSE63060,var,200,49,0.6664222873900294
GSE63061,GSE63060,var,200,50,0.4208211143695015
GSE63061,GSE63060,var,200,51,0.34824046920821117
GSE63061,GSE63060,var,200,52,0.5608504398826979
GSE63061,GSE63060,var,200,53,0.5579178885630499
GSE63061,GSE63060,var,200,54,0.4714076246334311
GSE63061,GSE63060,var,200,55,0.5755131964809385
GSE63061,GSE63060,var,200,56,0.32697947214076245
GSE63061,GSE63060,var,200,57,0.44941348973607037
GSE63061,GSE63060,var,200,58,0.5733137829912023
GSE63061,GSE63060,var,200,59,0.5674486803519061
GSE63061,GSE63060,var,200,60,0.5087976539589443
GSE63061,GSE63060,var,200,61,0.48093841642228735
GSE63061,GSE63060,var,200,62,0.6121700879765396
GSE63061,GSE63060,var,200,63,0.5535190615835777
GSE63061,GSE63060,var,200,64,0.42448680351906165
GSE63061,GSE63060,var,200,65,0.6048387096774193
GSE63061,GSE63060,var,200,66,0.467008797653959
GSE63061,GSE63060,var,200,67,0.28519061583577715
GSE63061,GSE63060,var,200,68,0.5212609970674487
GSE63061,GSE63060,var,200,69,0.4024926686217009
GSE63061,GSE63060,var,200,70,0.5065982404692082
GSE63061,GSE63060,var,200,71,0.46114369501466274
GSE63061,GSE63060,var,200,72,0.5843108504398827
GSE63061,GSE63060,var,200,73,0.5733137829912024
GSE63061,GSE63060,var,200,74,0.32991202346041054
GSE63061,GSE63060,var,200,75,0.6444281524926686
GSE63061,GSE63060,var,200,76,0.5117302052785924
GSE63061,GSE63060,var,200,77,0.4340175953079179
GSE63061,GSE63060,var,200,78,0.6158357771260997
GSE63061,GSE63060,var,200,79,0.658357771260997
GSE63061,GSE63060,var,200,80,0.5234604105571847
GSE63061,GSE63060,var,200,81,0.6114369501466276
GSE63061,GSE63060,var,200,82,0.5945747800586509
GSE63061,GSE63060,var,200,83,0.5784457478005866
GSE63061,GSE63060,var,200,84,0.5762463343108505
GSE63061,GSE63060,var,200,85,0.4274193548387097
GSE63061,GSE63060,var,200,86,0.4464809384164223
GSE63061,GSE63060,var,200,87,0.5439882697947214
GSE63061,GSE63060,var,200,88,0.45307917888563054
GSE63061,GSE63060,var,200,89,0.4178885630498534
GSE63061,GSE63060,var,200,90,0.5234604105571847
GSE63061,GSE63060,var,200,91,0.5689149560117301
GSE63061,GSE63060,var,200,92,0.4626099706744868
GSE63061,GSE63060,var,200,93,0.4897360703812317
GSE63061,GSE63060,var,200,94,0.3284457478005865
GSE63061,GSE63060,var,200,95,0.4868035190615836
GSE63061,GSE63060,var,200,96,0.43914956011730205
GSE63061,GSE63060,var,200,97,0.47873900293255134
GSE63061,GSE63060,var,200,98,0.501466275659824
GSE63061,GSE63060,var,200,99,0.5498533724340176
GSE63061,GSE63060,var,1000,0,0.47653958944281527
GSE63061,GSE63060,var,1000,1,0.5615835777126099
GSE63061,GSE63060,var,1000,2,0.5073313782991202
GSE63061,GSE63060,var,1000,3,0.374633431085044
GSE63061,GSE63060,var,1000,4,0.45674486803519065
GSE63061,GSE63060,var,1000,5,0.4171554252199413
GSE63061,GSE63060,var,1000,6,0.5227272727272727
GSE63061,GSE63060,var,1000,7,0.40542521994134895
GSE63061,GSE63060,var,1000,8,0.3555718475073314
GSE63061,GSE63060,var,1000,9,0.40542521994134895
GSE63061,GSE63060,var,1000,10,0.35997067448680353
GSE63061,GSE63060,var,1000,11,0.5234604105571847
GSE63061,GSE63060,var,1000,12,0.43621700879765396
GSE63061,GSE63060,var,1000,13,0.4963343108504399
GSE63061,GSE63060,var,1000,14,0.40615835777126097
GSE63061,GSE63060,var,1000,15,0.44574780058651026
GSE63061,GSE63060,var,1000,16,0.5425219941348973
GSE63061,GSE63060,var,1000,17,0.5791788856304986
GSE63061,GSE63060,var,1000,18,0.4552785923753666
GSE63061,GSE63060,var,1000,19,0.3951612903225806
GSE63061,GSE63060,var,1000,20,0.46334310850439886
GSE63061,GSE63060,var,1000,21,0.47214076246334313
GSE63061,GSE63060,var,1000,22,0.49706744868035196
GSE63061,GSE63060,var,1000,23,0.4772727272727273
GSE63061,GSE63060,var,1000,24,0.3533724340175953
GSE63061,GSE63060,var,1000,25,0.5080645161290323
GSE63061,GSE63060,var,1000,26,0.626099706744868
GSE63061,GSE63060,var,1000,27,0.5373900293255132
GSE63061,GSE63060,var,1000,28,0.531524926686217
GSE63061,GSE63060,var,1000,29,0.5623167155425219
GSE63061,GSE63060,var,1000,30,0.41055718475073316
GSE63061,GSE63060,var,1000,31,0.5278592375366569
GSE63061,GSE63060,var,1000,32,0.44281524926686217
GSE63061,GSE63060,var,1000,33,0.5395894428152492
GSE63061,GSE63060,var,1000,34,0.44501466275659823
GSE63061,GSE63060,var,1000,35,0.4237536656891496
GSE63061,GSE63060,var,1000,36,0.48900293255131966
GSE63061,GSE63060,var,1000,37,0.6165689149560117
GSE63061,GSE63060,var,1000,38,0.6033724340175952
GSE63061,GSE63060,var,1000,39,0.531524926686217
GSE63061,GSE63060,var,1000,40,0.44061583577712615
GSE63061,GSE63060,var,1000,41,0.43914956011730205
GSE63061,GSE63060,var,1000,42,0.5388563049853372
GSE63061,GSE63060,var,1000,43,0.5461876832844575
GSE63061,GSE63060,var,1000,44,0.5857771260997068
GSE63061,GSE63060,var,1000,45,0.5021994134897361
GSE63061,GSE63060,var,1000,46,0.5894428152492669
GSE63061,GSE63060,var,1000,47,0.6304985337243402
GSE63061,GSE63060,var,1000,48,0.45087976539589447
GSE63061,GSE63060,var,1000,49,0.5285923753665689
GSE63061,GSE63060,var,1000,50,0.4875366568914956
GSE63061,GSE63060,var,1000,51,0.3709677419354839
GSE63061,GSE63060,var,1000,52,0.5894428152492669
GSE63061,GSE63060,var,1000,53,0.5784457478005866
GSE63061,GSE63060,var,1000,54,0.49486803519061584
GSE63061,GSE63060,var,1000,55,0.39296187683284456
GSE63061,GSE63060,var,1000,56,0.3269794721407625
GSE63061,GSE63060,var,1000,57,0.5835777126099707
GSE63061,GSE63060,var,1000,58,0.6290322580645162
GSE63061,GSE63060,var,1000,59,0.5601173020527859
GSE63061,GSE63060,var,1000,60,0.47873900293255134
GSE63061,GSE63060,var,1000,61,0.5498533724340176
GSE63061,GSE63060,var,1000,62,0.5674486803519061
GSE63061,GSE63060,var,1000,63,0.48240469208211145
GSE63061,GSE63060,var,1000,64,0.3914956011730205
GSE63061,GSE63060,var,1000,65,0.6964809384164223
GSE63061,GSE63060,var,1000,66,0.5161290322580645
GSE63061,GSE63060,var,1000,67,0.2895894428152493
GSE63061,GSE63060,var,1000,68,0.5711143695014663
GSE63061,GSE63060,var,1000,69,0.3240469208211144
GSE63061,GSE63060,var,1000,70,0.3973607038123167
GSE63061,GSE63060,var,1000,71,0.5161290322580645
GSE63061,GSE63060,var,1000,72,0.5351906158357771
GSE63061,GSE63060,var,1000,73,0.5608504398826979
GSE63061,GSE63060,var,1000,74,0.407624633431085
GSE63061,GSE63060,var,1000,75,0.5777126099706745
GSE63061,GSE63060,var,1000,76,0.5542521994134897
GSE63061,GSE63060,var,1000,77,0.3958944281524927
GSE63061,GSE63060,var,1000,78,0.5527859237536656
GSE63061,GSE63060,var,1000,79,0.6107038123167156
GSE63061,GSE63060,var,1000,80,0.45967741935483875
GSE63061,GSE63060,var,1000,81,0.5791788856304985
GSE63061,GSE63060,var,1000,82,0.500733137829912
GSE63061,GSE63060,var,1000,83,0.5777126099706745
GSE63061,GSE63060,var,1000,84,0.4912023460410557
GSE63061,GSE63060,var,1000,85,0.405425219941349
GSE63061,GSE63060,var,1000,86,0.4442815249266862
GSE63061,GSE63060,var,1000,87,0.5953079178885631
GSE63061,GSE63060,var,1000,88,0.41275659824046923
GSE63061,GSE63060,var,1000,89,0.4846041055718475
GSE63061,GSE63060,var,1000,90,0.5630498533724341
GSE63061,GSE63060,var,1000,91,0.5161290322580645
GSE63061,GSE63060,var,1000,92,0.3394428152492669
GSE63061,GSE63060,var,1000,93,0.5124633431085044
GSE63061,GSE63060,var,1000,94,0.37683284457478006
GSE63061,GSE63060,var,1000,95,0.5381231671554252
GSE63061,GSE63060,var,1000,96,0.2961876832844575
GSE63061,GSE63060,var,1000,97,0.5102639296187683
GSE63061,GSE63060,var,1000,98,0.5131964809384164
GSE63061,GSE63060,var,1000,99,0.5740469208211144
GSE63061,GSE63060,de_ttest,200,0,0.5454545454545454
GSE63061,GSE63060,de_ttest,200,1,0.5865102639296188
GSE63061,GSE63060,de_ttest,200,2,0.5689149560117301
GSE63061,GSE63060,de_ttest,200,3,0.3717008797653959
GSE63061,GSE63060,de_ttest,200,4,0.4582111436950147
GSE63061,GSE63060,de_ttest,200,5,0.5439882697947214
GSE63061,GSE63060,de_ttest,200,6,0.5711143695014663
GSE63061,GSE63060,de_ttest,200,7,0.5109970674486803
GSE63061,GSE63060,de_ttest,200,8,0.3658357771260997
GSE63061,GSE63060,de_ttest,200,9,0.5432551319648093
GSE63061,GSE63060,de_ttest,200,10,0.4794721407624633
GSE63061,GSE63060,de_ttest,200,11,0.49193548387096775
GSE63061,GSE63060,de_ttest,200,12,0.45234604105571846
GSE63061,GSE63060,de_ttest,200,13,0.435483870967742
GSE63061,GSE63060,de_ttest,200,14,0.3629032258064516
GSE63061,GSE63060,de_ttest,200,15,0.5234604105571847
GSE63061,GSE63060,de_ttest,200,16,0.6590909090909091
GSE63061,GSE63060,de_ttest,200,17,0.4809384164222874
GSE63061,GSE63060,de_ttest,200,18,0.47653958944281527
GSE63061,GSE63060,de_ttest,200,19,0.4611436950146628
GSE63061,GSE63060,de_ttest,200,20,0.4010263929618768
GSE63061,GSE63060,de_ttest,200,21,0.5579178885630499
GSE63061,GSE63060,de_ttest,200,22,0.6722873900293256
GSE63061,GSE63060,de_ttest,200,23,0.375366568914956
GSE63061,GSE63060,de_ttest,200,24,0.437683284457478
GSE63061,GSE63060,de_ttest,200,25,0.3878299120234604
GSE63061,GSE63060,de_ttest,200,26,0.43988269794721413
GSE63061,GSE63060,de_ttest,200,27,0.4655425219941349
GSE63061,GSE63060,de_ttest,200,28,0.5351906158357771
GSE63061,GSE63060,de_ttest,200,29,0.44868035190615835
GSE63061,GSE63060,de_ttest,200,30,0.38563049853372433
GSE63061,GSE63060,de_ttest,200,31,0.4706744868035191
GSE63061,GSE63060,de_ttest,200,32,0.38049853372434017
GSE63061,GSE63060,de_ttest,200,33,0.4904692082111437
GSE63061,GSE63060,de_ttest,200,34,0.5197947214076246
GSE63061,GSE63060,de_ttest,200,35,0.5029325513196481
GSE63061,GSE63060,de_ttest,200,36,0.5021994134897361
GSE63061,GSE63060,de_ttest,200,37,0.5271260997067448
GSE63061,GSE63060,de_ttest,200,38,0.593841642228739
GSE63061,GSE63060,de_ttest,200,39,0.4156891495601173
GSE63061,GSE63060,de_ttest,200,40,0.49266862170087977
GSE63061,GSE63060,de_ttest,200,41,0.5117302052785924
GSE63061,GSE63060,de_ttest,200,42,0.4897360703812317
GSE63061,GSE63060,de_ttest,200,43,0.5388563049853372
GSE63061,GSE63060,de_ttest,200,44,0.4706744868035191
GSE63061,GSE63060,de_ttest,200,45,0.4831378299120235
GSE63061,GSE63060,de_ttest,200,46,0.6642228739002933
GSE63061,GSE63060,de_ttest,200,47,0.689149560117302
GSE63061,GSE63060,de_ttest,200,48,0.32184750733137835
GSE63061,GSE63060,de_ttest,200,49,0.5146627565982405
GSE63061,GSE63060,de_ttest,200,50,0.5373900293255132
GSE63061,GSE63060,de_ttest,200,51,0.4288856304985337
GSE63061,GSE63060,de_ttest,200,52,0.5989736070381232
GSE63061,GSE63060,de_ttest,200,53,0.33724340175953077
GSE63061,GSE63060,de_ttest,200,54,0.4750733137829912
GSE63061,GSE63060,de_ttest,200,55,0.3321114369501466
GSE63061,GSE63060,de_ttest,200,56,0.44354838709677424
GSE63061,GSE63060,de_ttest,200,57,0.722873900293255
GSE63061,GSE63060,de_ttest,200,58,0.5212609970674487
GSE63061,GSE63060,de_ttest,200,59,0.5843108504398827
GSE63061,GSE63060,de_ttest,200,60,0.5256598240469208
GSE63061,GSE63060,de_ttest,200,61,0.5711143695014663
GSE63061,GSE63060,de_ttest,200,62,0.5447214076246335
GSE63061,GSE63060,de_ttest,200,63,0.5219941348973607
GSE63061,GSE63060,de_ttest,200,64,0.5080645161290323
GSE63061,GSE63060,de_ttest,200,65,0.5894428152492669
GSE63061,GSE63060,de_ttest,200,66,0.6480938416422287
GSE63061,GSE63060,de_ttest,200,67,0.3841642228739003
GSE63061,GSE63060,de_ttest,200,68,0.45014662756598245
GSE63061,GSE63060,de_ttest,200,69,0.33651026392961875
GSE63061,GSE63060,de_ttest,200,70,0.5036656891495601
GSE63061,GSE63060,de_ttest,200,71,0.5483870967741935
GSE63061,GSE63060,de_ttest,200,72,0.4046920821114369
GSE63061,GSE63060,de_ttest,200,73,0.46920821114369504
GSE63061,GSE63060,de_ttest,200,74,0.34750733137829914
GSE63061,GSE63060,de_ttest,200,75,0.3951612903225806
GSE63061,GSE63060,de_ttest,200,76,0.5601173020527859
GSE63061,GSE63060,de_ttest,200,77,0.48607038123167157
GSE63061,GSE63060,de_ttest,200,78,0.35703812316715544
GSE63061,GSE63060,de_ttest,200,79,0.4750733137829912
GSE63061,GSE63060,de_ttest,200,80,0.4413489736070381
GSE63061,GSE63060,de_ttest,200,81,0.5256598240469208
GSE63061,GSE63060,de_ttest,200,82,0.5703812316715543
GSE63061,GSE63060,de_ttest,200,83,0.6011730205278593
GSE63061,GSE63060,de_ttest,200,84,0.35777126099706746
GSE63061,GSE63060,de_ttest,200,85,0.42448680351906165
GSE63061,GSE63060,de_ttest,200,86,0.5109970674486803
GSE63061,GSE63060,de_ttest,200,87,0.5513196480938416
GSE63061,GSE63060,de_ttest,200,88,0.4186217008797654
GSE63061,GSE63060,de_ttest,200,89,0.5241935483870968
GSE63061,GSE63060,de_ttest,200,90,0.7111436950146628
GSE63061,GSE63060,de_ttest,200,91,0.5146627565982405
GSE63061,GSE63060,de_ttest,200,92,0.3460410557184751
GSE63061,GSE63060,de_ttest,200,93,0.6114369501466276
GSE63061,GSE63060,de_ttest,200,94,0.45967741935483875
GSE63061,GSE63060,de_ttest,200,95,0.4611436950146628
GSE63061,GSE63060,de_ttest,200,96,0.46920821114369504
GSE63061,GSE63060,de_ttest,200,97,0.5806451612903226
GSE63061,GSE63060,de_ttest,200,98,0.49780058651026393
GSE63061,GSE63060,de_ttest,200,99,0.5439882697947214
GSE63061,GSE63060,de_ttest,1000,0,0.4545454545454546
GSE63061,GSE63060,de_ttest,1000,1,0.5241935483870968
GSE63061,GSE63060,de_ttest,1000,2,0.594574780058651
GSE63061,GSE63060,de_ttest,1000,3,0.5542521994134897
GSE63061,GSE63060,de_ttest,1000,4,0.4802052785923754
GSE63061,GSE63060,de_ttest,1000,5,0.4340175953079179
GSE63061,GSE63060,de_ttest,1000,6,0.4442815249266862
GSE63061,GSE63060,de_ttest,1000,7,0.5065982404692082
GSE63061,GSE63060,de_ttest,1000,8,0.38636363636363635
GSE63061,GSE63060,de_ttest,1000,9,0.4640762463343109
GSE63061,GSE63060,de_ttest,1000,10,0.5124633431085044
GSE63061,GSE63060,de_ttest,1000,11,0.5843108504398827
GSE63061,GSE63060,de_ttest,1000,12,0.3709677419354839
GSE63061,GSE63060,de_ttest,1000,13,0.4648093841642229
GSE63061,GSE63060,de_ttest,1000,14,0.3585043988269795
GSE63061,GSE63060,de_ttest,1000,15,0.5285923753665689
GSE63061,GSE63060,de_ttest,1000,16,0.6788856304985337
GSE63061,GSE63060,de_ttest,1000,17,0.501466275659824
GSE63061,GSE63060,de_ttest,1000,18,0.37609970674486803
GSE63061,GSE63060,de_ttest,1000,19,0.38563049853372433
GSE63061,GSE63060,de_ttest,1000,20,0.38343108504398826
GSE63061,GSE63060,de_ttest,1000,21,0.4618768328445748
GSE63061,GSE63060,de_ttest,1000,22,0.6195014662756598
GSE63061,GSE63060,de_ttest,1000,23,0.5293255131964809
GSE63061,GSE63060,de_ttest,1000,24,0.40909090909090906
GSE63061,GSE63060,de_ttest,1000,25,0.5021994134897361
GSE63061,GSE63060,de_ttest,1000,26,0.49266862170087977
GSE63061,GSE63060,de_ttest,1000,27,0.4083577712609971
GSE63061,GSE63060,de_ttest,1000,28,0.5351906158357771
GSE63061,GSE63060,de_ttest,1000,29,0.4772727272727273
GSE63061,GSE63060,de_ttest,1000,30,0.35777126099706746
GSE63061,GSE63060,de_ttest,1000,31,0.45014662756598245
GSE63061,GSE63060,de_ttest,1000,32,0.467008797653959
GSE63061,GSE63060,de_ttest,1000,33,0.41202346041055715
GSE63061,GSE63060,de_ttest,1000,34,0.4237536656891495
GSE63061,GSE63060,de_ttest,1000,35,0.5535190615835777
GSE63061,GSE63060,de_ttest,1000,36,0.3717008797653959
GSE63061,GSE63060,de_ttest,1000,37,0.41862170087976547
GSE63061,GSE63060,de_ttest,1000,38,0.6180351906158358
GSE63061,GSE63060,de_ttest,1000,39,0.5249266862170088
GSE63061,GSE63060,de_ttest,1000,40,0.5065982404692082
GSE63061,GSE63060,de_ttest,1000,41,0.4853372434017596
GSE63061,GSE63060,de_ttest,1000,42,0.5029325513196482
GSE63061,GSE63060,de_ttest,1000,43,0.5403225806451613
GSE63061,GSE63060,de_ttest,1000,44,0.5131964809384164
GSE63061,GSE63060,de_ttest,1000,45,0.38269794721407624
GSE63061,GSE63060,de_ttest,1000,46,0.5857771260997068
GSE63061,GSE63060,de_ttest,1000,47,0.6825513196480939
GSE63061,GSE63060,de_ttest,1000,48,0.48607038123167157
GSE63061,GSE63060,de_ttest,1000,49,0.5652492668621701
GSE63061,GSE63060,de_ttest,1000,50,0.45087976539589447
GSE63061,GSE63060,de_ttest,1000,51,0.44208211143695014
GSE63061,GSE63060,de_ttest,1000,52,0.596774193548387
GSE63061,GSE63060,de_ttest,1000,53,0.5373900293255132
GSE63061,GSE63060,de_ttest,1000,54,0.41129032258064513
GSE63061,GSE63060,de_ttest,1000,55,0.36730205278592376
GSE63061,GSE63060,de_ttest,1000,56,0.4413489736070381
GSE63061,GSE63060,de_ttest,1000,57,0.5879765395894428
GSE63061,GSE63060,de_ttest,1000,58,0.6385630498533724
GSE63061,GSE63060,de_ttest,1000,59,0.5784457478005866
